,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type
X141,28298,37114,27638,37480,26932.09242,33564.25986,29477.49497,31750.36335,141,tdfp_arima,27739.65156,35118.55635,29664.87949,33561.73428,141,tdfp_arima,27736.53639,35108.16913,29667.9037,33549.80602,141,tdfp_arima
X142,24001,28740,22314,24034,23151.75437,28203.02776,24172.86993,27122.8475,142,tdfp_arima,24583.65579,28231.96239,25707.81941,27341.10582,142,tdfp_arima,24582.31867,28231.88147,25706.51496,27340.82541,142,tdfp_arima
X143,31964,45140,30548,40168,28791.07456,42055.60145,32586.93836,39157.27418,143,tdfp_arima,29950.63669,41743.46548,34215.28512,39021.04467,143,tdfp_arima,29945.34401,41744.78013,34209.24979,39021.58718,143,tdfp_arima
X146,42649,54964,37827,47654,40887.61193,53741.30921,44444.0567,50967.79729,146,tdfp_arima,42534.36279,53342.44212,46664.89546,50790.47856,146,tdfp_arima,42527.95365,53344.03408,46657.58702,50791.1355,146,tdfp_arima
X147,42515,55425,38232,46406,41011.94408,53400.47476,43488.02484,50805.38044,147,tdfp_arima,42663.70242,53004.13734,45661.09135,50628.62676,147,tdfp_arima,42657.09735,53005.77797,45653.55949,50629.30379,147,tdfp_arima
X148,48539,59394,44032,46954,43767.58075,56415.39941,46249.26322,53559.09108,148,tdfp_arima,46474.54022,56473.27825,49186.03833,53990.08261,148,tdfp_arima,46469.65333,56472.9825,49181.27086,53989.05777,148,tdfp_arima
X150,47286,58713,45591,57782,44468.52731,52932.81544,48200.57715,50115.1209,150,tdfp_arima,45801.91668,55384.03258,48506.98181,52974.20861,150,tdfp_arima,45793.37556,55355.55311,48515.27354,52941.50392,150,tdfp_arima
X151,40156,45606,34701,43115,34883.50537,46474.96481,37247.61495,44009.76864,151,tdfp_arima,36288.4405,46130.02841,39108.85249,43856.65714,151,tdfp_arima,36283.43808,46131.27096,39103.14815,43857.16989,151,tdfp_arima
X152,27711,37540,24715,33968,24266.00279,36327.38853,27420.69875,33785.34657,152,tdfp_arima,25766.81881,36364.65826,29161.88163,34057.21822,152,tdfp_arima,25763.15136,36364.43631,29158.3038,34056.44911,152,tdfp_arima
X153,29916,41055,25502,39533,32702.11523,43335.72528,35422.73478,41609.73966,153,tdfp_arima,34724.6922,43380.18515,37672.03777,41944.57442,153,tdfp_arima,34715.99757,43379.65896,37663.55561,41942.75104,153,tdfp_arima
X154,48436,60034,46219,53519,46083.2826,57937.63643,48193.69163,55524.86784,154,tdfp_arima,47939.28938,57507.62427,50601.89706,55331.6949,154,tdfp_arima,47930.04921,57509.91944,50591.36036,55332.64204,154,tdfp_arima
X156,33107,44874,30638,44735,32192.44335,45146.34537,34863.87009,42602.41163,156,tdfp_arima,34183.49786,45192.66283,37077.68581,42945.23445,156,tdfp_arima,34173.83465,45192.07802,37068.25873,42943.20795,156,tdfp_arima
X157,51551,66924,46931,54913,45648.32052,62453.89868,49121.16015,58607.34278,157,tdfp_arima,48471.60094,62517.97266,52240.29742,59078.95773,157,tdfp_arima,48461.91976,62517.38677,52230.85281,59076.92747,157,tdfp_arima
X158,47507,55186,43595,49901,42525.13392,50801.06578,44789.14055,49063.07718,158,tdfp_arima,44237.83607,50424.02112,47027.22291,48892.38504,158,tdfp_arima,44234.10799,50424.94714,47022.97173,48892.76718,158,tdfp_arima
X160,28503,37758,30309,32832,27676.02436,37036.33326,29310.6181,35182.50028,160,tdfp_arima,28790.67779,36761.45022,30775.2494,35060.09914,160,tdfp_arima,28787.23387,36762.30565,30771.32224,35060.45215,160,tdfp_arima
X161,40391,46126,35920,39689,38048.3966,46581.11723,39531.19242,44730.23272,161,tdfp_arima,40401.63308,46628.90668,42041.37774,45090.17818,161,tdfp_arima,40397.908,46628.68124,42037.74369,45089.39698,161,tdfp_arima
X162,39249,54565,38338,50637,36086.98312,51567.09731,39472.01557,48114.60623,162,tdfp_arima,37540.38839,51184.36719,41444.40487,47947.21385,162,tdfp_arima,37533.15674,51186.16346,41436.15852,47947.9551,162,tdfp_arima
X163,39866,40656,34218,33371,36374.15887,42576.42842,37960.99911,41304.36819,163,tdfp_arima,38623.84625,42620.1093,40371.47896,41636.74562,163,tdfp_arima,38620.35906,42619.89826,40368.07699,41636.01431,163,tdfp_arima
X166,29727,34614,28127,31527,29650.21708,36557.02387,30771.15851,34642.99771,166,tdfp_arima,31484.0387,36594.52919,32725.09174,34921.7709,166,tdfp_arima,31478.66126,36594.20376,32719.8457,34920.64318,166,tdfp_arima
X167,47582,63034,45302,61418,45286.34163,62673.60202,48256.44284,59041.92232,167,tdfp_arima,48087.2342,62737.9014,51320.67155,59517.03434,167,tdfp_arima,48070.72298,62736.90216,51304.5638,59513.57173,167,tdfp_arima
X168,39726,52610,39346,52381,35456.53584,48212.17909,37605.1773,45468.5907,168,tdfp_arima,37649.4696,48261.64192,39993.06288,45834.47774,168,tdfp_arima,37642.27136,48261.20629,39986.04054,45832.96818,168,tdfp_arima
X169,29860,39903,25420,35568,31271.37319,37570.52915,31999.22142,36590.91333,169,tdfp_arima,32530.8295,37291.68132,33598.20038,36463.61227,169,tdfp_arima,32519.40773,37294.51837,33585.17596,36464.78303,169,tdfp_arima
X170,21616,28152,20204,25539,23042.22574,28030.13739,24199.13066,27228.43162,170,tdfp_arima,24467.35297,28058.89464,25735.74767,27447.53958,170,tdfp_arima,24464.25204,28058.70698,25732.72252,27446.88928,170,tdfp_arima
X171,39570,52792,37440,45594,39016.97557,54812.24632,41936.53737,51656.50379,171,tdfp_arima,41430.11721,54868.48042,44599.45934,52072.18514,171,tdfp_arima,41421.72428,54867.97249,44591.2715,52070.42504,171,tdfp_arima
X173,42699,57762,40344,48471,39119.45068,51688.79675,42890.54954,48900.83617,173,tdfp_arima,41538.93025,51741.82638,45614.05019,49294.34259,173,tdfp_arima,41533.18876,51741.47891,45608.44899,49293.13852,173,tdfp_arima
X175,33350,43747,29381,33164,27751.35256,38127.83429,32571.48935,35243.74714,175,tdfp_arima,28583.47723,39893.46115,32778.54198,37254.41703,175,tdfp_arima,28581.33888,39886.33106,32780.61789,37246.22911,175,tdfp_arima
X176,26385,32682,22869,30490,25171.64529,33336.39113,26964.85265,31666.0232,176,tdfp_arima,26728.47394,33370.59228,28677.08983,31920.84059,176,tdfp_arima,26725.10355,33370.38831,28673.8018,31920.13378,176,tdfp_arima
X177,20084,25843,15516,22054,18644.59367,25822.73588,19896.33201,24595.85228,177,tdfp_arima,19797.73393,25849.22847,21159.72625,24793.77581,177,tdfp_arima,19796.00769,25849.124,21158.04219,24793.41379,177,tdfp_arima
X178,53069,67289,49783,62139,50982.23786,64325.9587,54542.82955,61486.61046,178,tdfp_arima,53035.55035,63848.53252,57268.297,61272.69641,178,tdfp_arima,53022.54323,63851.76336,57253.46479,61274.02967,178,tdfp_arima
X179,37868,47610,32981,44783,35773.28856,48824.89217,38622.59057,45916.29039,179,tdfp_arima,37985.813,48874.9836,41075.08073,46285.78008,179,tdfp_arima,37977.4194,48874.47563,41066.89223,46284.01984,179,tdfp_arima
X180,39068,52316,35156,42399,34477.1499,46171.06127,37779.61029,43629.17398,180,tdfp_arima,35865.71905,45828.38044,39667.43127,43477.38658,180,tdfp_arima,35862.12053,45829.27427,39663.32784,43477.75543,180,tdfp_arima
X182,27760,36012,28282,34032,28167.4909,36155.80956,30025.92153,34384.33201,182,tdfp_arima,29301.93818,35887.46175,31526.29605,34264.70773,182,tdfp_arima,29298.42334,35888.3348,31522.28803,34265.068,182,tdfp_arima
X184,33815,41783,31161,37341,31451.94021,41674.12049,34383.084,39442.81954,184,tdfp_arima,32718.66886,41364.81587,36101.18292,39305.59661,184,tdfp_arima,32715.00745,41365.72533,36097.00776,39305.97191,184,tdfp_arima
X185,32682,47461,29783,39125,35962.97096,45961.54096,38447.30352,44517.75533,185,tdfp_arima,37411.38163,45620.41518,40368.48868,44362.87652,185,tdfp_arima,37405.78003,45621.80656,40362.10109,44363.45069,185,tdfp_arima
X187,33406,43733,31202,37535,30747.9892,39968.43241,32669.70028,37614.83805,187,tdfp_arima,32649.70638,40009.43764,34744.18873,37917.52571,187,tdfp_arima,32645.1801,40009.16372,34739.77305,37916.5765,187,tdfp_arima
X188,26229,39848,26445,41989,25147.7384,33464.71353,27528.03246,31649.81202,188,tdfp_arima,26160.56497,33216.33899,28903.5892,31539.70123,188,tdfp_arima,26156.92516,33217.24308,28899.43867,31540.07431,188,tdfp_arima
X189,45209,55900,45588,50399,44573.551,53394.16876,47119.34526,51526.47694,189,tdfp_arima,46368.75327,52997.87814,49473.86634,51347.21454,189,tdfp_arima,46362.22953,52999.49857,49466.42723,51347.88324,189,tdfp_arima
X193,24835,38057,25462,35530,23586.75963,35236.0075,26217.97594,32807.58052,193,tdfp_arima,25045.56547,35272.15755,27882.78731,33071.58405,193,tdfp_arima,25040.81572,35271.8701,27878.15363,33070.58797,193,tdfp_arima
X194,27956,32599,26415,32620,25640.96107,30751.09237,26511.14313,29609.94165,194,tdfp_arima,26673.65221,30522.85828,27835.88661,29506.92763,194,tdfp_arima,26671.59787,30523.36856,27833.54402,29507.13821,194,tdfp_arima
X195,57015,66674,49347,60232,50657.58218,68292.13279,54364.45672,64484.11531,195,tdfp_arima,53790.67794,68362.19644,57816.5373,65003.02082,195,tdfp_arima,53779.33313,68361.50987,57805.46971,65000.64167,195,tdfp_arima
X196,28950,33234,25922,31023,25503.6929,32234.72349,27848.51904,30262.14006,196,tdfp_arima,26268.42146,33727.4517,28025.54837,31988.60726,196,tdfp_arima,26266.25548,33720.22946,28027.65111,31980.31353,196,tdfp_arima
X197,34431,47821,32275,41890,33439.08741,42015.23508,36815.99481,39721.38339,197,tdfp_arima,34441.75889,43960.88002,37050.02919,41987.50422,197,tdfp_arima,34436.9434,43944.82332,37054.70406,41969.06534,197,tdfp_arima
X198,13446,20220,11857,19524,11801.44696,19774.50461,13939.3936,18080.11275,198,tdfp_arima,12531.34882,19794.79207,14824.52909,18225.60393,198,tdfp_arima,12528.75459,19794.63507,14821.99825,18225.05989,198,tdfp_arima
X199,43018,56930,44360,51350,42776.3413,52138.68879,45516.14927,50128.43869,199,tdfp_arima,44499.16084,51751.71632,47790.55975,49954.04012,199,tdfp_arima,44491.36214,51753.65344,47781.66677,49954.8395,199,tdfp_arima
X200,43160,47197,35962,40999,37724.15182,48236.85165,39678.23062,46329.8407,200,tdfp_arima,40057.33424,48286.33979,42197.7527,46702.65824,200,tdfp_arima,40053.87521,48286.13045,42194.3782,46701.93284,200,tdfp_arima
X201,29340,35977,30055,31066,26002.62186,34834.83068,28138.62855,33106.33754,201,tdfp_arima,27049.87891,34576.28716,29544.69634,32991.15945,201,tdfp_arima,27047.47665,34576.88385,29541.95702,32991.40568,201,tdfp_arima
X202,35958,42665,35488,37764,33883.27087,40626.31717,34860.54105,39203.46404,202,tdfp_arima,35247.9215,40324.78933,36602.49817,39067.07383,202,tdfp_arima,35244.28821,40325.69181,36598.35508,39067.44625,202,tdfp_arima
X203,39557,47245,34808,40804,36543.3906,41937.28036,39165.56305,40171.0455,203,tdfp_arima,37639.14464,43879.31537,39414.53332,42462.81972,203,tdfp_arima,37633.47338,43860.40514,39420.03899,42441.10397,203,tdfp_arima
X205,33627,44763,32779,37963,28521.05147,43462.61662,32108.83087,40447.47948,205,tdfp_arima,30285.03588,43507.20668,34147.70476,40772.9615,205,tdfp_arima,30281.31256,43506.98135,34144.07242,40772.18067,205,tdfp_arima
X206,39729,50199,35770,44338,39874.72279,50255.08875,42145.37972,47836.92042,206,tdfp_arima,42340.91482,50306.64748,44821.56293,48221.86547,206,tdfp_arima,42334.1357,50306.23722,44814.94947,48220.44381,206,tdfp_arima
X207,58200,81625,52320,69136,51449.9502,73603.08393,55637.49838,68907.90111,207,tdfp_arima,54632.05274,73678.59631,59170.41564,69462.40495,207,tdfp_arima,54615.15191,73677.57349,59153.92779,69458.86063,207,tdfp_arima
X208,17267,21245,15626,18078,13958.49804,17874.94103,15929.90361,16726.83373,208,tdfp_arima,14377.04378,18702.69526,16031.16789,17681.10629,208,tdfp_arima,14376.4436,18700.69404,16031.75054,17678.80816,208,tdfp_arima
X209,39174,46735,41943,46130,33917.8191,41219.74265,37415.94482,38458.26262,209,tdfp_arima,36015.58553,41262.03165,39791.81435,38767.73736,209,tdfp_arima,36011.46878,41261.78251,39787.79821,38766.87402,209,tdfp_arima
X210,14965,21062,14607,19651,15665.32239,19850.31758,16901.21457,18936.09886,210,tdfp_arima,16296.24412,19702.98885,17745.75657,18870.21952,210,tdfp_arima,16294.84317,19703.33684,17744.15904,18870.36312,210,tdfp_arima
X211,78447,95076,69610,83706,60898.52465,84381.74279,65463.31711,78954.2727,211,tdfp_arima,64665.0074,84468.31343,69620.16258,79589.61997,211,tdfp_arima,64648.82985,84467.33439,69604.38033,79586.22733,211,tdfp_arima
X212,24395,32127,22601,26498,23084.76847,30488.28733,24698.93464,28728.87328,212,tdfp_arima,24512.52691,30519.56649,26267.28863,28960.05534,212,tdfp_arima,24509.59412,30519.389,26264.4275,28959.4403,212,tdfp_arima
X213,41594,57639,40949,51682,43789.24888,55234.57907,47000.61222,53019.1093,213,tdfp_arima,45552.86333,54824.62895,49349.20029,52834.65399,213,tdfp_arima,45545.05947,54826.56735,49340.30144,52835.4539,213,tdfp_arima
X214,47680,58831,46679,51957,45958.16484,59169.2596,48463.25601,56400.19453,214,tdfp_arima,47809.1325,58730.10635,50884.93138,56203.9763,214,tdfp_arima,47801.60386,58731.97639,50876.34635,56204.748,214,tdfp_arima
X216,34649,42809,32682,41212,35099.10798,42515.77172,38974.32568,40388.00939,216,tdfp_arima,36151.55519,44484.59555,39222.08029,42692.16149,216,tdfp_arima,36146.85163,44468.91205,39226.6465,42674.15119,216,tdfp_arima
X217,27860,34547,23883,27511,24258.20272,30443.74175,26289.14328,29040.98303,217,tdfp_arima,24985.58524,31853.53303,26456.25987,30697.78273,217,tdfp_arima,24984.315,31849.29755,26457.49302,30692.91888,217,tdfp_arima
X219,16751,19446,16731,18287,15440.69265,19539.43051,16169.36416,18675.74775,219,tdfp_arima,16395.67642,19559.4768,17196.10022,18826.03203,219,tdfp_arima,16394.96944,19559.43402,17195.41051,18825.88376,219,tdfp_arima
X220,25258,33550,22949,27720,23772.71138,30615.54912,25082.50738,29255.14157,220,tdfp_arima,25243.01806,30646.95885,26675.2178,29490.55853,220,tdfp_arima,25240.40898,30646.80095,26672.67247,29490.01137,220,tdfp_arima
X221,35450,42344,31141,37378,30686.97852,38882.42133,33375.54672,37444.42199,221,tdfp_arima,31922.8983,38593.83665,35043.29969,37314.15155,221,tdfp_arima,31918.82765,38594.84776,35038.65787,37314.5688,221,tdfp_arima
X222,25900,33247,23288,28735,21350.87881,33209.93879,24617.57648,30652.8436,222,tdfp_arima,22671.39876,33244.01021,26180.76432,30899.5079,222,tdfp_arima,22669.24242,33243.87971,26178.66067,30899.05569,222,tdfp_arima
X223,38108,45778,35410,42892,35232.12865,47472.95728,37831.95791,44733.72961,223,tdfp_arima,36651.1046,47120.61379,39722.39467,44578.09942,223,tdfp_arima,36644.9222,47122.14944,39715.34478,44578.73312,223,tdfp_arima
X224,38660,50452,37988,47773,36519.74021,47993.13959,38937.10261,45396.6326,224,tdfp_arima,37990.57479,47636.93532,40882.76269,45238.69614,224,tdfp_arima,37985.40314,47638.21991,40876.86538,45239.22625,224,tdfp_arima
X225,28125,36882,27294,37950,24980.04686,33881.28256,26381.95411,32010.60646,225,tdfp_arima,25986.11965,33629.81626,27700.2421,31899.24046,225,tdfp_arima,25983.02663,33630.58453,27696.71509,31899.5575,225,tdfp_arima
X226,36244,44159,34776,39916,33567.69577,43225.23306,35527.08618,41357.4665,226,tdfp_arima,35643.8076,43269.57958,37783.01535,41690.27121,226,tdfp_arima,35638.72421,43269.27193,37778.05618,41689.20516,226,tdfp_arima
X227,34089,38909,28048,34702,31073.22014,37726.39804,34360.88615,38848.02349,227,tdfp_arima,32995.05237,37765.10308,36542.76296,39160.63464,227,tdfp_arima,32988.03573,37764.67844,36535.91778,39159.16316,227,tdfp_arima
X228,45695,52708,40555,46781,43453.27404,51613.24624,45892.72814,49897.22113,228,tdfp_arima,45203.35709,51230.17359,48185.95601,49723.62697,228,tdfp_arima,45198.72804,51231.32341,48180.67743,49724.10145,228,tdfp_arima
X229,46283,60050,45116,56764,42748.82806,58482.39066,46168.31099,55049.16307,229,tdfp_arima,44470.5395,58048.33534,48475.30954,54857.64513,229,tdfp_arima,44461.57518,58050.56199,48465.08739,54858.56399,229,tdfp_arima
X230,44412,52538,37619,41685,39401.17488,51370.21405,41316.44855,50572.76115,230,tdfp_arima,40988.0594,50988.94519,43381.0029,50396.81677,230,tdfp_arima,40982.8124,50990.2485,43375.01966,50397.3546,230,tdfp_arima
X232,20338,26686,20025,24497,19606.75042,23129.18817,20951.77066,22448.40195,232,tdfp_arima,20194.65908,24200.25651,21084.95828,23729.09227,232,tdfp_arima,20192.80193,24194.06403,21086.7612,23721.98108,232,tdfp_arima
X233,54440,61104,55686,59941,46231.03071,58870.48131,48839.0378,55948.47497,233,tdfp_arima,49090.35087,58930.87891,51940.26062,56398.69393,233,tdfp_arima,49083.95622,58930.49192,51934.02223,56397.35289,233,tdfp_arima
X234,53784,69202,43108,60727,50368.17448,72197.96811,56771.40343,67384.49759,234,tdfp_arima,52396.75552,71662.116,59608.23118,67150.06459,234,tdfp_arima,52379.42392,71666.42101,59588.46769,67151.84111,234,tdfp_arima
X235,24921,36290,27205,34738,25897.14553,38846.4986,29211.21916,36349.6736,235,tdfp_arima,27498.84528,38886.3528,31066.09804,36642.18045,235,tdfp_arima,27493.29621,38886.01697,31060.68456,36641.01674,235,tdfp_arima
X236,41103,49499,36650,43908,35305.94072,48549.52775,37925.54226,46112.20555,236,tdfp_arima,37489.5604,48599.33667,40333.77064,46483.27178,236,tdfp_arima,37485.06527,48599.06463,40329.38536,46482.32909,236,tdfp_arima
X237,28773,30829,23726,23600,25230.97077,28519.08501,26172.66515,27900.05123,237,tdfp_arima,26791.46861,28548.34389,27834.59933,28124.56374,237,tdfp_arima,26790.49638,28548.28505,27833.65085,28124.35985,237,tdfp_arima
X238,37126,44943,35044,44318,37923.79667,46355.98429,39011.78716,45063.7548,238,tdfp_arima,40269.32683,46403.54276,41488.99085,45426.38411,238,tdfp_arima,40260.35616,46402.99987,41480.23939,45424.50285,238,tdfp_arima
X239,26886,35157,24023,30730,26870.43659,34877.25508,29070.74763,33154.44203,239,tdfp_arima,27952.64493,34618.39668,30523.39278,33039.09657,239,tdfp_arima,27949.44698,34619.19102,30519.7461,33039.42437,239,tdfp_arima
X240,27702,32039,22320,25414,24725.00226,32053.45667,26045.93643,30552.61885,240,tdfp_arima,26254.2067,32086.34161,27699.82348,30798.47664,240,tdfp_arima,26252.59538,32086.2441,27698.25153,30798.13873,240,tdfp_arima
X241,33898,42276,33572,36398,35223.49779,42677.12467,36571.75864,41191.68507,241,tdfp_arima,36642.12614,42360.37577,38399.22412,41048.37777,241,tdfp_arima,36638.38893,42361.30406,38394.96252,41048.76084,241,tdfp_arima
X242,20009,29440,18721,26332,17544.60381,28114.59418,19591.23539,26169.97145,242,tdfp_arima,18251.21371,27905.92814,20570.19587,26078.92521,242,tdfp_arima,18248.80155,27906.52729,20567.44524,26079.17247,242,tdfp_arima
X244,22687,39111,22523,33854,25752.25856,36024.90659,28217.68707,33935.59262,244,tdfp_arima,26789.43221,35757.53034,29627.70537,33817.52952,244,tdfp_arima,26785.74443,35758.44635,29623.50014,33817.90753,244,tdfp_arima
X245,53382,63314,54972,51773,46871.91496,58888.9565,49165.0521,56103.97637,245,tdfp_arima,49770.87286,58949.37306,52286.97645,56555.44666,245,tdfp_arima,49765.82738,58949.06771,52282.05427,56554.38856,245,tdfp_arima
X246,39161,50917,36132,41538,35122.4353,42811.47832,38335.59501,40736.64912,246,tdfp_arima,36175.58198,44793.99576,38579.28929,43060.69126,246,tdfp_arima,36172.58184,44783.99211,38582.20183,43049.20347,246,tdfp_arima
X247,40743,56544,38806,54194,41635.86354,54435.22091,44530.70182,52030.12767,247,tdfp_arima,43312.75028,54031.20362,46755.87018,51849.11306,247,tdfp_arima,43300.73841,54034.18725,46742.17287,51850.34429,247,tdfp_arima
X248,44647,51231,43504,44929,44751.36933,51666.61302,45860.19992,48382.93113,248,tdfp_arima,47519.17466,51719.61988,48772.26995,48772.26995,248,tdfp_arima,47505.82957,51718.81225,48759.25097,48769.47132,248,tdfp_arima
X249,29031,37652,27060,30579,27481.1112,34923.21363,28824.36392,32781.80521,249,tdfp_arima,28587.91449,34664.01412,30264.69744,32667.75618,249,tdfp_arima,28584.35072,34664.89933,30260.63363,32668.12147,249,tdfp_arima
X250,42887,61455,43761,61264,44191.77399,57309.64561,47132.59343,54691.33735,250,tdfp_arima,45971.60016,56884.29438,49487.77651,54501.06429,250,tdfp_arima,45963.27446,56886.36241,49478.28259,54501.91769,250,tdfp_arima
X251,101548,117283,94252,102901,102405.284,114160.0157,104213.0874,109945.7621,251,tdfp_arima,108738.8978,114277.1371,110830.4988,110830.4988,251,tdfp_arima,108707.0525,114275.2098,110799.4316,110823.8204,251,tdfp_arima
X252,51461,68246,49344,67213,49039.35522,68409.92367,54609.59514,64169.60172,252,tdfp_arima,51014.418,67902.18636,57338.39882,63946.35346,252,tdfp_arima,51001.90442,67905.29461,57324.1294,63947.63612,252,tdfp_arima
